gene,x,y
1,73.01410747159026,69.9782419925375
1,73.01570532171307,69.98173794830703
1,73.00873222940395,69.98402089566696
1,72.99653705504801,69.97900625641702
1,73.00843751523168,69.991489747693
1,73.02252812472351,69.97549124241839
1,73.00901372995865,69.99625506537058
1,73.00080536965956,69.99341417970265
1,73.00481224017287,69.9855158267837
1,73.00542884561409,69.9852942809622
1,73.00448156337893,69.9683414486389
1,73.01513227497364,69.97952174903547
1,73.00933296334196,69.97174810171863
1,72.99878922203978,69.98995808257531
1,73.00520875113482,69.98340339991621
1,73.0171989646414,69.98970436335222
1,73.01508895429033,69.98005288798471
1,72.99835572194918,69.9856362867957
1,73.00938709177073,69.98412555942316
1,73.0168153346436,69.98353464471464
1,73.01675866563679,69.99515181287214
1,73.00490331210321,69.990492605739
1,73.01257643059749,69.99071382775311
1,73.011556392242,69.98152228238833
1,73.02309469678538,69.97432209371031
1,73.01684090504405,69.99601449402392
1,73.01073515523971,69.99271984026088
1,73.00088788261078,69.99114510285774
1,73.00540115476198,69.98798484079697
1,73.01363824626836,69.96943545603322
1,73.01285104236094,69.9813571156656
1,73.01469832700819,69.98623398544677
1,73.01251721617074,69.97774925303135
1,73.02314763335244,69.98078652481577
1,73.00377650436226,69.99396851950385
1,73.01650555020939,69.97042292441336
1,73.01720047897217,69.9688252543089
1,73.01015666682326,69.98381711058131
1,73.02285337178935,69.98880700625773
1,73.0137261271391,69.9875482195814
1,73.02284762635234,69.97477796645252
1,73.0080549593303,69.99526686742422
1,73.01289702967291,69.98696107056992
1,73.01156474458004,69.98156898742553
1,73.00258113011651,69.9716918833984
1,73.01169808146216,69.98876813563507
1,73.0165493580223,69.97508752916836
1,73.01924194444139,69.98523525678111
1,73.01617482506168,69.9781862294312
1,73.0131078674054,69.97092082825829
1,73.00932966024178,69.96977924344175
1,73.01366821558742,69.97156449383712
1,73.01096764745965,69.99141853033738
1,73.01343620389893,69.98554700386649
1,73.01277765085192,69.9853930009921
1,73.01721350092434,69.996075782244
1,73.01625351947558,69.9767831749847
1,73.00388104216451,69.98310624589531
1,73.00779261258634,69.98248798913038
1,73.00450144151333,69.98314779276654
1,73.00398247035274,69.98052843547678
1,73.02265445503643,69.97899712417276
1,72.99896630777528,69.97646449486253
1,72.99790108086559,69.98119928600508
1,73.01984608041568,69.98156166982339
5,73.03686373366864,69.98875368082996
5,73.03672485564378,69.99567535272362
5,73.02743669810549,70.00916736284543
5,73.03376737193386,69.99732277781847
5,73.02977397803944,69.99361391758137
5,73.02649002798601,69.99946117902023
5,73.03079901882705,70.00584886389207
5,73.03235931700931,69.98907862130618
5,73.0301949992228,70.00284882332599
5,73.03591499071689,69.99035240700469
5,73.02482734547677,69.99625789559207
5,73.00938792238347,69.99173204832503
5,73.01726898423894,69.98522857036568
5,73.02917181154551,69.99508708348476
