,2,6,10,19,80,91
1,2.250483799,1.824607031,1.941613104,4.268811581,0,0
2,0,0,0,0,0,0
3,2.184070501,0,0,0,0,0
4,1.634807023,0,0,0,0,0
5,4.67788269,4.301893361,2.090473189,4.047174439,0,0
6,0,0,0,0,0,0
7,3.306285038,2.673967672,2.41477955,3.548154142,0,0
8,2.707510269,4.653263376,1.357979929,1.82930432,0,0
9,1.501430042,1.970648508,4.359261539,3.915318476,0,0
10,0,0,0,0,0,0
11,0,0,2.635053439,0,0,0
12,0,2.361817331,3.939064836,0,0,2.386578187
13,0,0,2.216373991,0,0,0
14,0,2.011325531,0,0,0,0
15,0,0,3.891411857,0,0,0
16,0,0,1.768699179,0,0,0
17,0,0,4.183049312,0,0,0
18,0,0,2.739660164,0,0,0
19,0,0,0,0,0,0
20,0,0,0,4.728708067,0,0
21,0,0,0,3.414945261,0,0
22,0,0,2.143909558,0,0,3.63856658
23,0,0,0,1.307500459,0,0
24,0,0,1.442515694,0,0,0
25,0,0,0,3.943334726,0,0
26,0,0,0,2.358196709,0,0
27,0,0,0,3.34284321,0,0
28,0,1.322258492,0,0,0,0
29,0,0,1.675359833,0,0,0
30,0,1.706060816,0,0,0,0
31,0,0,0,4.863626968,0,0
32,0,0,0,3.777305226,0,0
33,0,0,0,4.496424273,0,0
34,0,0,0,3.378791707,0,0
35,0,0,3.115743335,0,0,0
36,0,4.22509492,0,0,0,0
37,1.067650232,2.594207891,3.884625893,1.743987756,0,0
38,0,0,4.582113068,0,0,0
39,0,0,1.691504211,0,0,0
40,0,0,0,2.422815889,1.322688715,0
41,0,0,2.214561732,0,0,0
42,0,0,2.451815595,0,0,0
43,0,0,0,1.594693072,0,0
44,0,0,3.60025899,0,0,0
45,0,2.255889375,0,0,0,0
46,0,0,2.169914012,0,0,0
47,0,0,0,4.239981878,0,0
48,0,0,0,2.311316452,3.72132842,0
49,0,0,2.60560143,0,0,0
50,0,0,3.849983492,0,0,0
51,0,0,0,1.433741671,0,0
52,0,0,2.11405339,0,0,0
53,0,0,1.642011624,0,0,0
54,4.882401615,2.902566546,2.635053183,1.473002415,0,0
55,0,0,2.866181977,0,0,0
56,0,0,2.197912801,0,0,0
57,0,0,0,3.337635815,4.29148273,0
58,0,1.58766322,0,0,0,0
59,0,0,2.673613281,0,0,0
60,0,1.834254434,0,0,0,0
61,0,0,0,2.969775919,0,0
62,0,0,3.723509143,0,0,0
63,0,0,1.985725734,0,0,0
64,0,0,0,2.710920748,3.819229318,0
65,0,0,0,3.627290109,3.635012266,0
66,0,0,3.46723185,0,0,0
67,0,0,3.125963937,0,0,0
68,0,1.867298827,0,0,0,0
69,0,0,1.216258043,0,0,0
70,0,0,1.025260645,0,0,0
71,0,0,4.224260684,0,0,0
72,0,0,3.003073386,0,0,0
73,0,3.003002553,0,0,2.353370712,0
74,0,1.993512588,0,0,0,0
75,0,0,0,3.87739567,0,0
76,0,2.644415449,0,0,0,0
77,0,0,0,1.433443496,4.399313898,0
78,3.276982571,0,0,0,0,0
79,0,0,4.603812197,0,0,0
80,0,0,0,0,0,0
81,0,0,0,0,4.020744185,0
82,0,0,1.495905798,0,0,3.821964814
83,0,1.389727234,0,0,0,0
84,0,0,0,1.625370523,4.524367877,0
85,0,0,3.518520391,0,0,0
86,4.003765972,0,0,0,2.038759966,0
87,0,0,0,0,3.918432125,0
88,0,4.082908019,0,0,0,0
89,3.416067978,0,0,0,0,0
90,0,0,0,0,3.505958535,0
91,0,0,0,0,0,0
92,0,0,1.536809985,0,0,0
93,0,0,0,0,2.92439408,0
94,0,0,4.568132077,0,0,4.725312501
95,0,0,0,0,1.956484037,0
96,0,0,0,0,2.626258038,0
97,0,0,2.526166134,0,0,0
98,0,0,3.264379143,0,0,0
99,0,0,0,3.388266487,0,0
100,0,0,1.980782216,0,0,2.341394548
102,0,0,0,0,0,0
103,0,0,0,0,0,0
104,0,0,0,0,0,0
105,0,0,0,0,0,0
105,0,0,0,0,0,0
106,0,0,0,0,0,0
107,0,0,0,0,0,0
108,0,0,0,0,0,0
109,0,0,0,0,0,0
110,0,0,0,0,0,0
