target,hub
11,hub2
12,hub3
13,hub1
14,hub2
15,hub1
16,hub2
18,hub3
19,hub3
2,hub3
20,hub1
21,hub2
22,hub1
23,hub1
24,hub2
25,hub2
26,hub2
28,hub1
29,hub1
3,hub1
30,hub3
32,hub2
33,hub1
34,hub1
36,hub2
37,hub1
38,hub3
4,hub3
40,hub1
41,hub2
43,hub1
44,hub2
45,hub1
49,hub1
5,hub1
50,hub3
51,hub1
52,hub3
53,hub1
54,hub1
55,hub2
56,hub2
57,hub3
59,hub3
6,hub1
60,hub3
62,hub1
66,hub3
67,hub1
69,hub3
70,hub1
71,hub1
72,hub3
73,hub1
74,hub1
75,hub2
76,hub3
77,hub3
79,hub3
8,hub3
80,hub2
81,hub3
82,hub1
86,hub1
87,hub2
88,hub2
89,hub1
9,hub1
90,hub1
91,hub1
93,hub1
94,hub3
95,hub1
97,hub3
98,hub1
99,hub2
