target,hub
10,hub1
100,hub2
12,hub1
14,hub1
16,hub3
19,hub1
2,hub2
20,hub1
22,hub3
23,hub3
24,hub3
25,hub1
26,hub3
27,hub3
28,hub2
29,hub3
3,hub3
30,hub2
32,hub3
34,hub2
37,hub2
38,hub3
39,hub1
4,hub1
40,hub2
41,hub3
42,hub3
43,hub3
44,hub3
45,hub2
46,hub3
47,hub3
49,hub1
5,hub3
52,hub3
53,hub1
54,hub3
55,hub3
57,hub1
58,hub1
59,hub1
6,hub3
60,hub2
61,hub1
62,hub2
64,hub1
65,hub3
66,hub2
68,hub2
69,hub1
7,hub1
71,hub1
72,hub3
73,hub1
74,hub1
75,hub1
76,hub3
79,hub1
80,hub3
81,hub3
82,hub3
83,hub1
84,hub1
85,hub3
86,hub3
89,hub2
9,hub2
92,hub3
93,hub3
95,hub3
98,hub3
99,hub3
