target,hub
1,hub1
10,hub3
100,hub3
11,hub2
12,hub2
13,hub1
14,hub1
16,hub2
17,hub3
18,hub1
19,hub3
20,hub3
23,hub3
24,hub2
25,hub3
26,hub3
27,hub1
28,hub3
29,hub1
3,hub1
31,hub3
32,hub3
34,hub3
36,hub2
37,hub1
39,hub3
4,hub2
40,hub1
41,hub1
42,hub3
43,hub2
44,hub2
45,hub3
46,hub1
47,hub3
48,hub2
49,hub3
5,hub1
50,hub1
51,hub1
52,hub3
54,hub3
56,hub3
57,hub2
58,hub1
59,hub3
6,hub3
61,hub2
62,hub1
64,hub3
65,hub3
66,hub1
67,hub2
7,hub1
70,hub3
71,hub3
73,hub3
74,hub1
75,hub1
76,hub2
77,hub1
78,hub2
79,hub3
8,hub1
80,hub3
81,hub3
82,hub1
83,hub2
84,hub3
86,hub3
87,hub1
88,hub2
89,hub3
9,hub2
90,hub1
91,hub2
93,hub1
94,hub1
95,hub1
97,hub1
98,hub1
