target,hub
1,hub3
10,hub3
100,hub1
11,hub3
12,hub3
13,hub2
15,hub3
16,hub1
17,hub3
18,hub3
21,hub2
22,hub2
25,hub3
26,hub3
28,hub1
29,hub3
3,hub3
30,hub2
32,hub2
33,hub3
34,hub3
35,hub1
36,hub1
37,hub1
38,hub2
39,hub3
40,hub2
41,hub3
43,hub2
46,hub2
47,hub2
48,hub1
5,hub2
50,hub1
51,hub1
52,hub2
53,hub1
55,hub1
56,hub2
57,hub3
60,hub1
61,hub3
62,hub3
63,hub3
65,hub3
68,hub3
69,hub1
7,hub1
70,hub2
71,hub3
72,hub2
73,hub3
74,hub1
75,hub1
76,hub2
77,hub2
78,hub1
79,hub1
8,hub1
83,hub3
84,hub2
85,hub2
86,hub3
87,hub3
88,hub1
89,hub1
9,hub3
90,hub1
94,hub2
95,hub3
96,hub2
97,hub3
98,hub1
99,hub2
