target,hub
1,hub1
10,hub2
100,hub1
11,hub3
12,hub2
14,hub1
16,hub1
17,hub3
18,hub1
2,hub1
22,hub1
23,hub1
24,hub1
26,hub1
27,hub3
28,hub3
29,hub1
3,hub2
30,hub3
31,hub3
33,hub2
34,hub3
35,hub3
36,hub2
38,hub1
4,hub1
42,hub1
44,hub1
45,hub1
46,hub3
47,hub1
48,hub3
49,hub1
5,hub2
50,hub1
51,hub3
52,hub1
53,hub1
54,hub2
55,hub1
56,hub3
57,hub1
59,hub1
6,hub1
60,hub1
63,hub1
64,hub1
65,hub2
67,hub3
69,hub1
70,hub2
72,hub3
73,hub1
74,hub1
76,hub3
77,hub1
79,hub2
8,hub2
80,hub2
81,hub1
82,hub1
83,hub3
87,hub2
88,hub2
9,hub1
90,hub2
91,hub2
93,hub3
95,hub1
98,hub3
99,hub3
