target,hub
1,hub1
10,hub3
100,hub2
11,hub3
12,hub1
14,hub1
15,hub3
16,hub3
17,hub1
18,hub1
19,hub2
2,hub3
21,hub3
22,hub2
23,hub3
25,hub1
26,hub3
27,hub2
28,hub2
29,hub2
3,hub3
30,hub3
32,hub3
33,hub3
34,hub3
35,hub3
36,hub1
37,hub3
39,hub1
4,hub1
40,hub3
41,hub3
44,hub2
46,hub2
47,hub1
49,hub2
5,hub1
50,hub1
51,hub2
52,hub3
54,hub2
55,hub3
56,hub1
57,hub3
58,hub1
59,hub3
60,hub3
61,hub2
62,hub3
63,hub3
64,hub3
66,hub1
67,hub1
69,hub1
7,hub1
70,hub3
71,hub3
72,hub1
74,hub1
75,hub1
76,hub2
77,hub3
78,hub3
79,hub2
8,hub2
80,hub3
81,hub1
82,hub1
85,hub1
86,hub3
87,hub2
88,hub3
89,hub3
90,hub2
91,hub3
92,hub2
94,hub1
95,hub3
96,hub3
97,hub3
98,hub3
99,hub2
