target,hub
1,hub3
10,hub3
100,hub1
11,hub2
12,hub1
13,hub2
14,hub2
16,hub3
19,hub1
2,hub1
20,hub2
22,hub2
23,hub1
24,hub1
25,hub3
27,hub1
28,hub2
3,hub2
30,hub1
31,hub1
32,hub3
35,hub1
36,hub2
37,hub1
38,hub3
39,hub3
4,hub1
41,hub1
42,hub3
43,hub1
44,hub1
45,hub2
47,hub3
48,hub2
49,hub1
50,hub1
53,hub3
54,hub1
55,hub3
56,hub1
58,hub3
59,hub2
6,hub3
60,hub1
61,hub2
62,hub1
63,hub1
64,hub3
65,hub2
66,hub3
68,hub1
69,hub1
7,hub1
70,hub2
71,hub2
72,hub3
74,hub3
75,hub1
76,hub3
79,hub2
8,hub3
80,hub3
81,hub3
82,hub3
84,hub2
85,hub1
86,hub2
87,hub1
88,hub1
89,hub2
91,hub1
92,hub1
95,hub2
97,hub1
98,hub1
99,hub1
