target,hub
1,hub3
100,hub3
12,hub3
13,hub1
14,hub2
15,hub2
18,hub3
19,hub2
2,hub1
21,hub3
22,hub2
23,hub3
24,hub3
25,hub3
26,hub3
27,hub1
29,hub3
3,hub1
30,hub2
31,hub1
32,hub1
33,hub3
34,hub3
35,hub2
36,hub2
37,hub2
38,hub1
39,hub2
4,hub1
40,hub2
41,hub3
42,hub1
44,hub2
45,hub1
46,hub3
49,hub3
5,hub2
50,hub1
51,hub2
52,hub1
53,hub3
54,hub2
55,hub3
57,hub3
6,hub3
60,hub2
61,hub3
63,hub3
64,hub3
65,hub1
66,hub2
67,hub3
68,hub3
69,hub1
7,hub1
70,hub3
71,hub3
73,hub3
74,hub2
76,hub3
77,hub3
78,hub3
79,hub1
80,hub1
81,hub3
82,hub1
83,hub1
84,hub2
85,hub3
86,hub1
87,hub2
89,hub1
9,hub1
92,hub2
93,hub3
94,hub3
95,hub1
96,hub1
97,hub2
99,hub3
