target,hub
1,hub2
10,hub1
100,hub3
11,hub1
12,hub2
13,hub1
14,hub1
15,hub3
17,hub2
18,hub1
2,hub2
20,hub1
21,hub1
23,hub2
24,hub3
25,hub3
27,hub3
28,hub3
29,hub2
3,hub2
30,hub1
31,hub1
32,hub2
34,hub3
35,hub1
36,hub1
37,hub2
38,hub2
39,hub1
41,hub2
44,hub2
45,hub2
46,hub2
47,hub1
48,hub3
49,hub2
52,hub2
54,hub1
55,hub1
56,hub3
57,hub3
59,hub1
6,hub1
61,hub3
62,hub3
63,hub3
65,hub3
66,hub1
67,hub1
69,hub3
7,hub3
70,hub1
71,hub1
72,hub2
73,hub3
74,hub1
75,hub1
76,hub1
78,hub2
8,hub3
80,hub2
82,hub3
83,hub1
84,hub1
85,hub2
86,hub3
87,hub1
88,hub2
9,hub2
90,hub2
91,hub3
92,hub3
93,hub3
94,hub2
95,hub2
97,hub3
99,hub3
