target,hub
100,hub3
11,hub3
12,hub3
13,hub2
14,hub2
15,hub3
16,hub2
17,hub1
18,hub2
19,hub2
2,hub2
20,hub3
22,hub3
23,hub3
24,hub1
26,hub2
27,hub1
28,hub2
3,hub3
30,hub3
31,hub3
32,hub3
33,hub2
34,hub2
35,hub2
36,hub2
37,hub3
38,hub3
39,hub1
4,hub2
41,hub2
42,hub2
43,hub2
44,hub2
45,hub2
46,hub2
47,hub3
48,hub3
49,hub2
5,hub3
50,hub1
51,hub2
52,hub1
53,hub2
54,hub3
56,hub3
59,hub1
6,hub2
61,hub1
65,hub3
66,hub2
67,hub3
69,hub2
72,hub3
73,hub2
75,hub3
76,hub2
77,hub1
78,hub3
79,hub2
8,hub2
80,hub2
81,hub1
82,hub2
85,hub3
86,hub3
87,hub3
88,hub3
89,hub2
9,hub3
90,hub3
91,hub2
92,hub2
93,hub2
94,hub3
95,hub3
98,hub3
