target,hub
1,hub1
10,hub2
100,hub1
11,hub2
12,hub1
13,hub2
14,hub3
15,hub1
17,hub1
18,hub1
2,hub3
20,hub1
21,hub3
24,hub2
25,hub3
26,hub2
27,hub1
28,hub3
29,hub3
30,hub1
31,hub3
32,hub3
33,hub3
34,hub3
35,hub3
36,hub1
38,hub1
39,hub1
4,hub3
41,hub1
43,hub3
45,hub1
46,hub1
47,hub3
48,hub3
49,hub1
5,hub3
50,hub3
51,hub3
52,hub2
53,hub1
54,hub3
55,hub3
56,hub1
58,hub1
59,hub3
60,hub1
61,hub1
62,hub3
64,hub2
65,hub3
66,hub3
68,hub1
69,hub1
7,hub3
70,hub3
73,hub1
74,hub1
75,hub2
76,hub3
77,hub2
79,hub3
8,hub2
80,hub3
81,hub3
82,hub1
84,hub1
86,hub3
87,hub1
88,hub2
89,hub1
9,hub2
90,hub1
91,hub2
92,hub3
93,hub2
94,hub2
95,hub1
97,hub1
98,hub3
99,hub2
