target,hub
1,hub2
10,hub2
100,hub1
11,hub1
14,hub1
16,hub1
17,hub3
18,hub1
20,hub1
21,hub1
22,hub3
23,hub3
25,hub2
26,hub3
27,hub1
28,hub2
29,hub2
3,hub2
31,hub2
32,hub3
33,hub2
35,hub3
36,hub1
4,hub2
40,hub2
41,hub1
42,hub2
43,hub2
44,hub1
45,hub1
46,hub3
47,hub2
48,hub2
49,hub3
5,hub1
50,hub3
51,hub3
52,hub2
53,hub3
56,hub3
59,hub3
6,hub3
60,hub3
63,hub2
64,hub2
65,hub2
66,hub1
67,hub2
68,hub2
69,hub1
7,hub3
70,hub2
71,hub2
72,hub2
73,hub1
74,hub1
75,hub2
76,hub2
77,hub1
78,hub2
80,hub1
81,hub1
84,hub3
85,hub3
87,hub3
88,hub2
9,hub3
90,hub2
91,hub3
92,hub2
93,hub2
94,hub2
95,hub2
97,hub3
98,hub1
