target,hub
1,hub2
10,hub1
100,hub1
12,hub3
13,hub2
14,hub2
17,hub1
18,hub3
19,hub1
2,hub1
20,hub1
21,hub1
22,hub1
23,hub3
24,hub2
25,hub2
26,hub3
27,hub2
30,hub1
31,hub2
32,hub3
34,hub1
35,hub3
36,hub3
37,hub2
38,hub1
4,hub3
40,hub2
41,hub1
42,hub1
43,hub1
44,hub1
45,hub1
48,hub3
51,hub1
52,hub2
53,hub2
54,hub1
55,hub1
56,hub3
57,hub3
58,hub3
6,hub2
60,hub1
62,hub2
63,hub3
64,hub3
66,hub1
69,hub2
7,hub3
71,hub1
72,hub2
74,hub1
75,hub3
76,hub1
77,hub3
78,hub1
8,hub1
81,hub1
82,hub2
84,hub2
85,hub3
86,hub1
88,hub3
89,hub1
9,hub1
90,hub2
91,hub3
92,hub1
93,hub2
94,hub2
97,hub1
