target,hub
10,hub2
100,hub2
12,hub2
13,hub3
14,hub3
15,hub1
16,hub1
17,hub1
18,hub2
2,hub2
20,hub1
22,hub1
24,hub3
25,hub2
26,hub2
27,hub1
28,hub2
29,hub2
3,hub1
30,hub1
31,hub3
32,hub1
33,hub3
35,hub2
36,hub2
37,hub3
38,hub3
39,hub2
4,hub3
40,hub3
41,hub2
42,hub1
43,hub1
44,hub2
45,hub1
48,hub1
49,hub3
5,hub3
50,hub3
51,hub3
52,hub3
55,hub3
56,hub1
57,hub1
58,hub1
6,hub3
60,hub3
61,hub2
62,hub2
64,hub2
66,hub1
67,hub2
68,hub2
69,hub2
71,hub3
72,hub3
73,hub3
74,hub2
77,hub2
78,hub1
79,hub1
8,hub1
80,hub2
81,hub2
85,hub2
88,hub2
89,hub3
90,hub3
91,hub2
92,hub2
93,hub1
94,hub2
95,hub1
97,hub3
99,hub2
