target,hub
1,hub2
10,hub2
100,hub2
11,hub2
13,hub3
14,hub1
16,hub1
17,hub3
19,hub3
2,hub3
20,hub2
21,hub2
22,hub3
23,hub2
24,hub3
25,hub2
26,hub1
27,hub3
28,hub3
29,hub2
30,hub1
31,hub3
32,hub3
33,hub3
34,hub3
35,hub1
36,hub3
39,hub2
4,hub2
41,hub1
43,hub3
45,hub1
46,hub3
47,hub1
48,hub1
49,hub1
5,hub1
50,hub2
52,hub2
53,hub3
55,hub2
56,hub1
58,hub2
59,hub2
60,hub3
62,hub3
63,hub2
65,hub1
66,hub3
68,hub3
69,hub1
7,hub1
70,hub2
71,hub1
72,hub2
73,hub3
74,hub1
75,hub2
76,hub2
77,hub3
78,hub1
79,hub1
80,hub2
81,hub3
82,hub3
83,hub2
84,hub3
85,hub2
86,hub3
87,hub2
9,hub2
90,hub2
92,hub3
93,hub1
94,hub3
95,hub3
96,hub2
97,hub2
98,hub2
