target,hub
10,hub3
100,hub1
11,hub3
13,hub2
14,hub3
15,hub2
16,hub2
18,hub2
2,hub1
20,hub3
21,hub1
22,hub3
23,hub2
25,hub3
27,hub2
28,hub3
29,hub2
3,hub3
30,hub1
32,hub3
34,hub1
36,hub1
37,hub3
38,hub3
39,hub1
4,hub1
40,hub1
42,hub3
43,hub1
44,hub3
45,hub3
46,hub3
48,hub3
49,hub3
50,hub3
51,hub2
52,hub2
53,hub3
54,hub2
58,hub3
59,hub1
6,hub2
60,hub2
61,hub3
62,hub3
63,hub2
64,hub2
66,hub2
67,hub3
68,hub3
7,hub3
70,hub1
71,hub3
72,hub2
73,hub3
74,hub2
76,hub3
77,hub2
78,hub2
79,hub2
8,hub3
81,hub3
82,hub3
83,hub3
84,hub3
85,hub1
86,hub3
87,hub2
89,hub3
9,hub2
90,hub3
91,hub1
92,hub3
94,hub2
95,hub3
96,hub2
97,hub2
99,hub3
