target,hub
100,hub3
11,hub3
12,hub3
13,hub1
14,hub1
15,hub3
16,hub2
17,hub3
18,hub3
2,hub2
21,hub3
22,hub2
23,hub3
24,hub3
25,hub2
26,hub2
27,hub2
28,hub3
29,hub3
3,hub1
30,hub1
31,hub3
32,hub1
33,hub1
34,hub1
35,hub1
37,hub3
38,hub1
39,hub1
40,hub3
41,hub1
42,hub1
44,hub1
46,hub3
48,hub1
49,hub2
50,hub3
51,hub1
54,hub1
55,hub3
56,hub2
59,hub2
6,hub3
60,hub1
61,hub2
63,hub1
67,hub3
69,hub1
7,hub3
70,hub2
71,hub2
72,hub1
73,hub3
74,hub1
76,hub1
77,hub2
78,hub1
8,hub1
80,hub1
81,hub1
84,hub1
85,hub1
86,hub3
87,hub3
9,hub1
91,hub1
92,hub3
93,hub2
94,hub2
95,hub1
96,hub3
97,hub2
99,hub3
