target,hub
1,hub3
10,hub2
100,hub3
11,hub2
12,hub3
14,hub3
16,hub2
17,hub2
19,hub3
2,hub2
20,hub2
21,hub2
22,hub2
24,hub2
25,hub2
26,hub3
27,hub2
28,hub2
29,hub2
3,hub3
31,hub2
32,hub2
34,hub3
35,hub2
36,hub3
37,hub3
38,hub2
39,hub2
4,hub3
40,hub3
41,hub3
42,hub2
43,hub1
44,hub3
46,hub1
47,hub2
48,hub3
49,hub3
5,hub2
50,hub3
51,hub3
52,hub2
53,hub2
55,hub2
56,hub3
57,hub2
58,hub3
59,hub1
60,hub1
61,hub1
62,hub2
63,hub3
64,hub2
67,hub3
68,hub3
69,hub1
7,hub2
70,hub2
71,hub2
72,hub2
74,hub2
75,hub3
76,hub1
77,hub2
78,hub2
79,hub1
81,hub3
82,hub3
83,hub2
84,hub2
85,hub2
87,hub2
88,hub2
89,hub3
9,hub1
90,hub2
92,hub2
93,hub3
97,hub1
99,hub2
