target,hub
1,hub3
10,hub1
100,hub1
13,hub1
15,hub3
16,hub3
17,hub2
18,hub3
19,hub3
2,hub2
20,hub2
22,hub2
23,hub3
24,hub2
25,hub2
26,hub3
27,hub1
28,hub3
29,hub2
3,hub3
31,hub3
32,hub2
34,hub1
35,hub2
36,hub3
37,hub2
38,hub1
39,hub1
40,hub2
42,hub2
44,hub2
45,hub3
46,hub1
48,hub3
49,hub2
50,hub2
51,hub2
53,hub3
54,hub2
55,hub3
56,hub2
57,hub3
58,hub3
6,hub3
61,hub1
62,hub1
63,hub1
64,hub3
65,hub1
66,hub1
67,hub2
68,hub3
69,hub3
7,hub1
71,hub1
72,hub3
73,hub2
74,hub1
75,hub3
76,hub3
77,hub1
78,hub3
79,hub2
80,hub2
81,hub3
83,hub3
84,hub3
85,hub1
86,hub3
87,hub2
88,hub2
89,hub2
9,hub2
91,hub3
92,hub3
93,hub2
97,hub2
98,hub3
99,hub3
