target,hub
100,hub2
11,hub2
12,hub2
13,hub2
15,hub3
16,hub2
17,hub1
19,hub1
2,hub3
20,hub1
21,hub1
22,hub2
23,hub2
25,hub1
27,hub1
28,hub2
3,hub2
30,hub1
33,hub2
34,hub1
35,hub3
37,hub2
38,hub2
39,hub3
4,hub3
40,hub1
41,hub1
42,hub1
43,hub2
44,hub1
45,hub1
46,hub2
47,hub3
49,hub3
5,hub1
50,hub1
51,hub3
52,hub2
54,hub3
55,hub3
57,hub2
58,hub3
60,hub3
61,hub3
62,hub2
63,hub2
64,hub1
65,hub2
66,hub3
67,hub3
68,hub2
69,hub2
7,hub3
70,hub2
71,hub3
72,hub3
73,hub3
74,hub3
75,hub1
78,hub2
79,hub2
8,hub2
80,hub3
81,hub3
82,hub2
83,hub1
84,hub2
85,hub1
86,hub3
88,hub2
89,hub2
9,hub3
90,hub3
91,hub2
92,hub1
93,hub1
94,hub1
95,hub1
96,hub1
97,hub1
99,hub1
