target,hub
1,hub3
100,hub2
12,hub1
13,hub1
14,hub2
17,hub2
18,hub1
19,hub2
2,hub2
21,hub1
22,hub3
23,hub2
24,hub1
27,hub1
29,hub3
3,hub3
30,hub2
31,hub3
32,hub1
33,hub2
34,hub1
35,hub3
36,hub2
37,hub2
39,hub3
4,hub2
40,hub1
41,hub2
44,hub2
45,hub1
46,hub2
47,hub3
49,hub2
5,hub3
50,hub2
52,hub3
53,hub3
54,hub2
55,hub3
57,hub3
59,hub1
6,hub2
60,hub1
61,hub2
63,hub1
64,hub3
65,hub1
66,hub3
67,hub1
68,hub2
69,hub1
7,hub3
70,hub3
71,hub1
72,hub3
73,hub3
74,hub2
76,hub1
77,hub1
78,hub3
79,hub2
80,hub2
81,hub1
82,hub1
83,hub1
84,hub3
85,hub2
86,hub3
88,hub3
89,hub3
9,hub2
90,hub3
92,hub3
93,hub3
94,hub2
95,hub3
96,hub2
97,hub3
99,hub1
