target,hub
1,hub3
100,hub3
11,hub3
12,hub2
13,hub1
14,hub3
15,hub3
17,hub2
19,hub3
2,hub1
20,hub2
21,hub2
22,hub3
23,hub1
24,hub2
25,hub3
26,hub3
28,hub2
29,hub2
30,hub3
31,hub2
32,hub1
33,hub3
34,hub1
36,hub1
37,hub2
38,hub2
39,hub1
4,hub3
40,hub3
41,hub3
44,hub1
45,hub3
47,hub3
49,hub3
5,hub2
50,hub1
51,hub2
52,hub3
55,hub3
56,hub2
57,hub3
58,hub3
59,hub2
6,hub2
60,hub1
62,hub1
63,hub3
64,hub1
65,hub3
66,hub2
67,hub3
68,hub1
69,hub1
7,hub2
70,hub3
71,hub2
72,hub1
73,hub3
74,hub1
77,hub2
78,hub2
79,hub3
80,hub1
81,hub3
82,hub2
86,hub3
87,hub3
88,hub2
89,hub1
90,hub3
91,hub2
92,hub3
93,hub3
94,hub3
95,hub2
96,hub2
97,hub1
98,hub1
99,hub1
