target,hub
10,hub1
100,hub3
11,hub3
12,hub1
13,hub2
14,hub2
17,hub3
18,hub1
19,hub3
2,hub1
20,hub1
21,hub2
22,hub3
23,hub2
24,hub3
26,hub2
27,hub3
28,hub2
29,hub3
3,hub2
30,hub1
31,hub2
32,hub3
33,hub1
34,hub3
35,hub3
38,hub1
39,hub1
40,hub1
41,hub3
43,hub3
44,hub3
45,hub1
46,hub2
47,hub1
48,hub1
49,hub1
5,hub3
50,hub3
51,hub3
52,hub1
53,hub3
54,hub1
55,hub3
57,hub2
58,hub3
59,hub1
60,hub3
61,hub2
62,hub1
64,hub3
65,hub3
66,hub1
67,hub3
68,hub3
69,hub3
7,hub2
70,hub2
72,hub2
73,hub3
74,hub2
75,hub3
76,hub1
77,hub1
78,hub2
79,hub2
8,hub3
80,hub1
81,hub1
82,hub3
86,hub2
87,hub2
88,hub3
89,hub2
9,hub2
90,hub2
91,hub3
92,hub1
93,hub1
94,hub2
98,hub1
