target,hub
10,hub2
100,hub3
11,hub2
12,hub1
13,hub2
14,hub2
15,hub3
16,hub3
18,hub1
19,hub2
2,hub3
20,hub1
21,hub3
22,hub2
23,hub3
25,hub1
27,hub1
28,hub1
29,hub1
3,hub1
30,hub1
31,hub1
32,hub3
33,hub2
34,hub2
36,hub3
37,hub2
38,hub2
39,hub3
4,hub2
40,hub1
42,hub3
44,hub3
45,hub2
46,hub3
48,hub2
49,hub3
50,hub1
51,hub2
52,hub2
54,hub3
57,hub2
58,hub3
59,hub3
6,hub2
60,hub2
61,hub3
62,hub1
63,hub1
64,hub2
66,hub1
67,hub1
68,hub1
7,hub2
70,hub3
71,hub1
72,hub2
73,hub1
74,hub1
76,hub3
77,hub3
78,hub2
79,hub1
8,hub1
81,hub2
82,hub2
84,hub3
85,hub1
86,hub2
87,hub3
9,hub2
90,hub3
91,hub2
93,hub1
94,hub3
95,hub2
96,hub2
97,hub1
99,hub1
