target,hub
10,hub1
100,hub1
11,hub2
12,hub2
13,hub3
14,hub1
15,hub3
16,hub1
18,hub3
19,hub3
2,hub1
21,hub1
22,hub3
24,hub2
25,hub3
27,hub2
28,hub1
29,hub2
3,hub1
30,hub1
31,hub1
32,hub1
34,hub1
35,hub1
36,hub2
38,hub2
39,hub1
4,hub1
40,hub1
42,hub1
44,hub1
46,hub3
48,hub1
49,hub2
50,hub2
51,hub3
52,hub3
54,hub2
55,hub2
56,hub1
57,hub3
58,hub2
59,hub1
6,hub2
61,hub2
62,hub3
63,hub3
64,hub2
67,hub2
68,hub2
7,hub3
70,hub2
71,hub1
72,hub3
73,hub3
74,hub1
76,hub2
77,hub3
78,hub3
8,hub2
80,hub2
81,hub1
82,hub3
83,hub3
84,hub1
85,hub2
86,hub3
87,hub2
9,hub2
90,hub3
91,hub2
92,hub3
93,hub2
94,hub3
95,hub1
96,hub2
97,hub1
99,hub1
