target,hub
1,hub3
100,hub3
11,hub3
12,hub1
13,hub1
15,hub3
16,hub3
17,hub1
19,hub3
2,hub1
20,hub2
21,hub2
23,hub3
24,hub3
25,hub1
26,hub1
27,hub1
28,hub3
29,hub1
3,hub3
30,hub1
31,hub3
33,hub3
34,hub2
35,hub3
37,hub2
38,hub2
39,hub2
4,hub3
40,hub1
41,hub1
42,hub2
43,hub1
44,hub3
45,hub1
46,hub3
47,hub2
49,hub3
5,hub3
50,hub2
51,hub1
52,hub1
53,hub1
54,hub1
55,hub2
57,hub1
58,hub3
60,hub3
61,hub3
62,hub2
63,hub3
65,hub1
66,hub2
67,hub1
70,hub2
71,hub2
72,hub3
73,hub2
74,hub2
75,hub1
78,hub2
79,hub1
8,hub3
81,hub2
82,hub3
83,hub2
84,hub1
85,hub3
86,hub2
87,hub2
88,hub2
89,hub3
9,hub3
90,hub2
91,hub1
92,hub3
93,hub2
94,hub1
95,hub1
96,hub2
99,hub2
