target,hub
1,hub1
10,hub3
12,hub3
13,hub1
14,hub3
17,hub3
2,hub3
21,hub2
22,hub1
23,hub2
24,hub1
25,hub2
26,hub1
27,hub1
28,hub1
29,hub1
3,hub1
30,hub3
31,hub3
32,hub2
33,hub1
34,hub3
35,hub2
36,hub2
37,hub3
38,hub1
4,hub1
41,hub3
42,hub3
43,hub2
44,hub1
46,hub1
47,hub2
48,hub3
5,hub3
50,hub3
51,hub2
52,hub1
53,hub2
54,hub1
55,hub2
57,hub3
58,hub1
59,hub3
6,hub2
60,hub2
61,hub1
63,hub1
64,hub3
65,hub1
66,hub3
67,hub2
68,hub1
70,hub3
71,hub3
72,hub3
74,hub1
75,hub3
76,hub2
77,hub1
78,hub2
80,hub1
81,hub1
83,hub3
84,hub3
85,hub1
86,hub2
87,hub3
88,hub3
89,hub3
9,hub1
90,hub1
91,hub1
92,hub3
93,hub1
94,hub2
95,hub2
96,hub2
98,hub1
