target,hub
1,hub1
10,hub2
100,hub1
11,hub2
12,hub2
13,hub2
14,hub3
17,hub2
18,hub2
2,hub3
20,hub2
22,hub1
23,hub1
24,hub3
25,hub1
28,hub1
29,hub1
30,hub1
32,hub3
33,hub3
34,hub3
35,hub2
36,hub1
37,hub3
38,hub2
39,hub2
4,hub1
40,hub1
41,hub1
43,hub2
44,hub2
45,hub1
46,hub3
47,hub1
49,hub3
5,hub2
50,hub2
51,hub3
52,hub2
53,hub3
54,hub1
56,hub1
57,hub1
59,hub2
6,hub1
60,hub3
61,hub1
62,hub2
63,hub2
65,hub2
67,hub3
68,hub2
69,hub1
7,hub2
70,hub3
71,hub2
72,hub3
74,hub1
75,hub1
76,hub2
77,hub1
79,hub2
8,hub1
81,hub1
82,hub1
83,hub1
84,hub1
86,hub2
87,hub1
88,hub3
89,hub2
91,hub3
93,hub2
94,hub1
95,hub3
97,hub2
98,hub2
99,hub1
