target,hub
1,hub2
10,hub2
100,hub2
11,hub3
12,hub1
13,hub2
14,hub2
15,hub1
16,hub1
17,hub1
18,hub1
19,hub3
2,hub2
20,hub2
21,hub1
22,hub3
23,hub3
24,hub2
25,hub3
27,hub2
28,hub1
29,hub2
3,hub1
30,hub3
31,hub1
32,hub2
33,hub1
34,hub1
35,hub3
37,hub3
39,hub2
40,hub3
42,hub2
44,hub2
45,hub3
46,hub3
47,hub1
49,hub2
5,hub1
50,hub3
52,hub2
53,hub2
54,hub1
55,hub3
56,hub1
57,hub3
58,hub3
59,hub2
6,hub1
61,hub1
62,hub1
63,hub2
65,hub2
67,hub1
68,hub1
69,hub1
7,hub2
71,hub1
72,hub3
74,hub3
78,hub3
79,hub2
8,hub3
80,hub2
81,hub3
82,hub1
83,hub3
85,hub3
86,hub2
9,hub3
90,hub3
94,hub1
95,hub3
96,hub3
98,hub1
