target,hub
1,hub2
100,hub2
13,hub3
14,hub1
16,hub3
17,hub2
18,hub3
19,hub3
2,hub1
20,hub1
21,hub2
22,hub1
23,hub3
24,hub3
25,hub3
27,hub3
28,hub3
29,hub2
3,hub2
30,hub2
31,hub3
33,hub3
34,hub2
35,hub1
37,hub2
38,hub3
4,hub1
40,hub2
42,hub2
43,hub3
44,hub2
45,hub3
48,hub3
49,hub3
5,hub1
50,hub3
52,hub1
53,hub2
54,hub1
56,hub3
57,hub2
58,hub1
59,hub3
6,hub2
60,hub3
61,hub1
62,hub3
63,hub2
64,hub3
65,hub1
66,hub2
69,hub2
7,hub2
70,hub1
71,hub1
72,hub3
74,hub1
75,hub3
77,hub1
78,hub3
79,hub2
80,hub2
81,hub3
84,hub1
85,hub1
86,hub2
87,hub3
88,hub3
89,hub3
9,hub3
90,hub1
91,hub3
93,hub3
95,hub2
96,hub1
97,hub1
99,hub1
