target,hub
1,hub2
10,hub2
11,hub2
12,hub3
15,hub3
16,hub3
17,hub3
18,hub1
19,hub2
2,hub1
21,hub2
22,hub2
23,hub3
24,hub2
25,hub3
26,hub3
29,hub1
3,hub1
30,hub3
32,hub1
33,hub1
36,hub2
37,hub2
39,hub1
4,hub1
40,hub1
41,hub1
42,hub3
43,hub1
44,hub3
45,hub2
46,hub1
49,hub3
50,hub2
51,hub1
52,hub3
53,hub1
54,hub2
55,hub3
57,hub1
59,hub1
60,hub1
62,hub3
63,hub2
67,hub3
68,hub2
69,hub1
7,hub2
70,hub1
71,hub3
74,hub2
75,hub2
76,hub3
77,hub2
79,hub3
8,hub3
80,hub3
81,hub2
83,hub2
84,hub2
85,hub1
86,hub1
87,hub2
88,hub3
89,hub2
9,hub2
90,hub3
93,hub3
94,hub2
97,hub3
98,hub3
99,hub1
