target,hub
1,hub3
10,hub1
100,hub2
11,hub1
12,hub1
13,hub1
15,hub1
17,hub1
18,hub2
2,hub2
20,hub2
21,hub3
22,hub1
23,hub1
24,hub2
25,hub1
28,hub2
29,hub3
3,hub2
31,hub2
32,hub1
33,hub1
35,hub3
36,hub1
37,hub1
38,hub1
39,hub1
41,hub1
43,hub2
44,hub3
46,hub2
47,hub3
48,hub2
49,hub1
51,hub3
52,hub3
54,hub2
55,hub1
56,hub1
57,hub1
58,hub3
59,hub1
60,hub3
61,hub3
62,hub2
63,hub1
65,hub1
67,hub1
7,hub2
70,hub3
71,hub2
72,hub2
73,hub2
74,hub3
75,hub1
76,hub3
77,hub1
8,hub2
80,hub2
82,hub3
83,hub1
84,hub3
85,hub1
86,hub1
87,hub2
88,hub1
9,hub2
90,hub1
91,hub2
92,hub2
93,hub2
94,hub3
