target,hub
100,hub2
11,hub1
12,hub2
13,hub2
14,hub2
15,hub3
17,hub3
18,hub2
19,hub3
20,hub3
21,hub2
22,hub1
23,hub3
25,hub2
26,hub1
27,hub1
28,hub1
29,hub1
3,hub1
30,hub1
32,hub3
33,hub2
34,hub3
35,hub2
36,hub2
37,hub3
38,hub1
39,hub2
4,hub3
40,hub2
41,hub1
42,hub1
44,hub1
45,hub2
47,hub2
49,hub3
5,hub2
51,hub3
52,hub3
53,hub1
55,hub2
56,hub2
57,hub2
58,hub2
59,hub2
6,hub2
61,hub1
62,hub3
63,hub3
64,hub2
65,hub3
66,hub3
68,hub2
69,hub3
7,hub1
70,hub3
72,hub3
73,hub2
74,hub2
75,hub3
76,hub1
77,hub3
78,hub1
79,hub2
8,hub3
81,hub2
82,hub3
86,hub1
87,hub1
88,hub2
89,hub3
9,hub2
90,hub3
91,hub1
92,hub2
93,hub1
94,hub2
98,hub1
