target,hub
1,hub3
10,hub2
100,hub2
11,hub1
12,hub1
13,hub1
14,hub3
16,hub1
18,hub1
19,hub3
2,hub1
20,hub1
21,hub2
22,hub2
23,hub2
24,hub2
25,hub3
26,hub1
3,hub1
30,hub3
31,hub3
32,hub1
35,hub3
36,hub1
37,hub2
38,hub1
39,hub1
4,hub1
41,hub3
42,hub1
43,hub1
44,hub1
45,hub1
47,hub2
48,hub3
49,hub3
5,hub2
50,hub3
53,hub1
54,hub1
55,hub1
56,hub1
58,hub3
59,hub3
6,hub1
61,hub1
62,hub1
63,hub3
64,hub3
65,hub1
68,hub3
69,hub2
7,hub1
70,hub2
71,hub2
74,hub2
75,hub1
76,hub2
79,hub1
8,hub3
80,hub3
81,hub1
82,hub2
84,hub1
85,hub1
86,hub1
87,hub2
88,hub1
89,hub1
91,hub2
92,hub2
93,hub1
95,hub1
97,hub3
98,hub1
99,hub1
