target,hub
1,hub1
10,hub3
100,hub1
11,hub3
13,hub2
15,hub3
16,hub1
17,hub3
18,hub3
19,hub2
2,hub3
20,hub1
22,hub1
23,hub3
25,hub3
28,hub2
29,hub3
3,hub1
30,hub2
32,hub3
33,hub3
34,hub3
36,hub1
38,hub1
39,hub3
4,hub3
40,hub3
43,hub2
44,hub1
45,hub2
46,hub3
47,hub1
48,hub3
49,hub1
5,hub1
50,hub1
51,hub2
52,hub1
53,hub2
54,hub1
56,hub2
57,hub2
58,hub3
59,hub1
6,hub1
60,hub3
62,hub2
63,hub1
64,hub2
66,hub2
68,hub2
69,hub3
71,hub3
72,hub2
74,hub1
76,hub1
77,hub2
78,hub3
79,hub1
8,hub1
80,hub2
81,hub2
82,hub2
83,hub1
85,hub2
86,hub2
87,hub2
88,hub1
89,hub3
9,hub2
90,hub1
91,hub1
93,hub1
94,hub2
96,hub1
97,hub2
98,hub2
99,hub1
