target,hub
1,hub3
10,hub2
100,hub3
11,hub2
12,hub3
13,hub1
14,hub2
15,hub2
17,hub1
18,hub1
19,hub2
2,hub2
20,hub1
21,hub1
22,hub1
23,hub2
24,hub1
25,hub2
26,hub3
27,hub1
29,hub2
3,hub1
30,hub1
31,hub2
32,hub3
35,hub1
36,hub3
37,hub2
38,hub2
39,hub2
4,hub2
40,hub3
41,hub3
42,hub2
44,hub2
46,hub1
47,hub3
48,hub2
49,hub2
5,hub2
50,hub3
52,hub1
53,hub1
54,hub1
55,hub3
56,hub3
57,hub2
58,hub2
59,hub2
6,hub1
61,hub1
62,hub3
63,hub2
64,hub3
65,hub1
66,hub1
68,hub3
69,hub2
70,hub1
72,hub1
73,hub3
74,hub1
76,hub2
77,hub1
78,hub3
79,hub2
8,hub1
80,hub3
81,hub3
82,hub1
83,hub2
84,hub3
85,hub3
87,hub1
88,hub1
9,hub1
90,hub1
92,hub1
93,hub2
94,hub3
95,hub2
