target,hub
10,hub2
100,hub2
11,hub3
12,hub1
15,hub2
16,hub1
18,hub1
19,hub1
2,hub1
21,hub2
22,hub1
23,hub1
25,hub3
26,hub2
27,hub2
28,hub3
29,hub2
3,hub3
30,hub1
31,hub2
32,hub2
33,hub2
34,hub1
35,hub2
36,hub2
37,hub3
4,hub1
40,hub3
41,hub1
42,hub2
43,hub3
44,hub1
46,hub1
47,hub1
49,hub1
5,hub1
50,hub1
51,hub3
52,hub1
53,hub1
54,hub3
56,hub1
57,hub3
58,hub2
59,hub2
6,hub2
60,hub2
61,hub2
64,hub1
65,hub2
66,hub1
67,hub1
69,hub2
70,hub1
72,hub1
74,hub1
76,hub3
77,hub1
78,hub3
79,hub2
80,hub2
82,hub1
84,hub2
85,hub1
87,hub3
89,hub2
9,hub2
90,hub3
91,hub1
92,hub3
93,hub3
95,hub2
96,hub1
97,hub2
98,hub1
99,hub3
