target,hub
10,hub3
100,hub1
11,hub2
13,hub3
14,hub2
15,hub1
16,hub3
17,hub1
19,hub3
2,hub3
20,hub2
21,hub1
22,hub1
23,hub1
24,hub1
25,hub1
27,hub1
28,hub1
29,hub3
3,hub3
30,hub1
32,hub3
34,hub3
38,hub2
39,hub2
4,hub2
42,hub1
43,hub1
46,hub2
47,hub2
48,hub1
49,hub1
5,hub1
50,hub2
51,hub1
52,hub2
53,hub3
55,hub3
56,hub2
57,hub2
58,hub2
59,hub2
6,hub2
61,hub2
62,hub1
63,hub3
64,hub3
65,hub2
66,hub1
67,hub1
68,hub1
69,hub3
7,hub1
70,hub3
72,hub3
73,hub1
74,hub1
75,hub1
76,hub1
77,hub1
78,hub3
79,hub3
81,hub2
82,hub1
83,hub1
87,hub2
89,hub3
9,hub1
90,hub2
91,hub3
92,hub1
94,hub1
95,hub3
96,hub3
97,hub3
98,hub1
