target,hub
1,hub2
10,hub1
11,hub3
12,hub1
14,hub3
15,hub3
16,hub2
17,hub2
18,hub3
19,hub3
2,hub3
21,hub3
22,hub2
23,hub2
25,hub1
26,hub3
28,hub3
29,hub2
3,hub3
30,hub3
32,hub2
33,hub3
36,hub3
37,hub2
39,hub1
4,hub3
40,hub3
41,hub1
42,hub3
43,hub3
44,hub3
45,hub2
46,hub3
49,hub1
50,hub3
51,hub3
52,hub3
53,hub3
54,hub3
55,hub3
57,hub3
59,hub3
60,hub1
62,hub3
67,hub2
68,hub1
69,hub3
7,hub3
70,hub3
71,hub2
73,hub3
74,hub3
75,hub3
76,hub3
77,hub3
79,hub3
8,hub3
80,hub3
81,hub2
83,hub1
84,hub3
85,hub2
86,hub1
87,hub3
88,hub2
89,hub1
9,hub3
90,hub1
93,hub1
94,hub3
97,hub1
98,hub2
99,hub1
