target,hub
1,hub1
10,hub3
100,hub2
11,hub2
12,hub3
13,hub2
14,hub3
15,hub1
16,hub1
17,hub2
18,hub3
19,hub3
2,hub2
20,hub1
21,hub3
23,hub3
24,hub3
25,hub2
27,hub1
29,hub2
3,hub3
30,hub2
31,hub1
32,hub1
33,hub3
34,hub2
35,hub1
37,hub3
39,hub1
4,hub2
40,hub3
43,hub1
44,hub3
45,hub3
46,hub3
47,hub2
48,hub2
49,hub2
5,hub1
50,hub2
51,hub3
52,hub1
53,hub3
54,hub1
55,hub3
57,hub2
58,hub1
6,hub2
60,hub2
61,hub3
62,hub1
63,hub3
65,hub2
67,hub3
69,hub3
7,hub2
72,hub1
74,hub2
76,hub3
78,hub3
79,hub1
8,hub1
80,hub1
83,hub1
84,hub2
85,hub1
86,hub3
87,hub1
89,hub3
9,hub3
90,hub2
93,hub3
94,hub1
95,hub3
96,hub2
97,hub1
98,hub3
