target,hub
1,hub3
10,hub2
100,hub2
11,hub3
12,hub2
13,hub1
14,hub1
17,hub2
2,hub3
21,hub3
23,hub2
24,hub3
27,hub2
28,hub3
29,hub2
3,hub3
31,hub2
32,hub3
33,hub2
34,hub3
35,hub2
36,hub1
37,hub2
38,hub3
39,hub2
4,hub2
40,hub2
41,hub3
42,hub1
43,hub2
44,hub1
46,hub2
47,hub1
48,hub2
49,hub3
50,hub1
51,hub1
52,hub3
53,hub3
54,hub2
55,hub1
57,hub3
58,hub3
59,hub3
6,hub3
60,hub3
61,hub3
62,hub2
63,hub2
64,hub2
66,hub2
67,hub3
68,hub1
69,hub2
7,hub3
70,hub2
72,hub1
74,hub2
75,hub3
76,hub1
77,hub1
78,hub3
79,hub1
8,hub2
80,hub3
81,hub2
82,hub3
83,hub2
84,hub3
85,hub2
87,hub2
89,hub3
9,hub3
92,hub1
94,hub2
97,hub3
99,hub2
