target,hub
10,hub2
100,hub3
11,hub2
12,hub3
14,hub2
15,hub2
17,hub2
18,hub2
19,hub2
2,hub3
20,hub2
21,hub3
22,hub3
23,hub3
24,hub1
25,hub2
26,hub2
28,hub1
29,hub3
3,hub2
30,hub2
32,hub3
33,hub3
37,hub1
39,hub2
4,hub3
40,hub2
41,hub1
43,hub1
44,hub3
46,hub2
47,hub3
48,hub2
49,hub3
50,hub3
52,hub2
53,hub2
54,hub3
55,hub3
57,hub3
59,hub3
6,hub2
60,hub1
61,hub2
62,hub3
63,hub2
64,hub1
66,hub1
67,hub3
68,hub2
69,hub3
7,hub2
70,hub1
71,hub2
73,hub2
75,hub1
76,hub2
77,hub2
79,hub2
8,hub2
80,hub2
81,hub3
82,hub2
83,hub3
84,hub3
86,hub2
87,hub1
88,hub2
89,hub2
9,hub3
90,hub2
91,hub2
92,hub2
93,hub3
94,hub3
96,hub3
97,hub1
98,hub2
99,hub2
