target,hub
1,hub1
10,hub2
100,hub3
11,hub3
12,hub3
13,hub1
14,hub3
15,hub2
16,hub3
18,hub1
19,hub3
2,hub1
21,hub2
24,hub1
25,hub1
28,hub3
29,hub1
3,hub2
30,hub2
31,hub1
33,hub3
34,hub2
35,hub2
36,hub1
37,hub2
38,hub3
39,hub3
4,hub2
40,hub2
41,hub1
42,hub1
43,hub2
44,hub2
46,hub3
47,hub1
48,hub2
49,hub2
51,hub2
52,hub3
53,hub2
54,hub2
55,hub1
56,hub2
57,hub2
59,hub3
6,hub2
62,hub2
63,hub3
64,hub2
65,hub3
66,hub1
67,hub1
68,hub1
69,hub1
70,hub2
71,hub1
72,hub1
73,hub3
75,hub1
77,hub2
8,hub2
80,hub2
82,hub2
83,hub3
84,hub2
85,hub3
86,hub1
87,hub3
89,hub1
9,hub3
90,hub3
91,hub2
92,hub2
93,hub3
94,hub3
95,hub1
97,hub2
98,hub1
99,hub3
