target,hub
1,hub1
10,hub1
100,hub3
11,hub2
12,hub1
13,hub2
14,hub2
15,hub2
17,hub2
18,hub1
19,hub2
2,hub3
20,hub3
21,hub2
24,hub3
25,hub3
26,hub1
28,hub2
29,hub1
3,hub2
30,hub3
31,hub2
32,hub3
33,hub3
34,hub3
35,hub3
36,hub3
37,hub3
38,hub2
39,hub2
41,hub1
43,hub3
45,hub2
46,hub3
47,hub2
48,hub2
49,hub1
5,hub2
50,hub3
51,hub2
52,hub1
53,hub1
54,hub1
55,hub2
56,hub3
57,hub2
58,hub2
59,hub2
6,hub2
60,hub2
62,hub3
63,hub2
65,hub2
66,hub2
67,hub2
68,hub3
7,hub1
70,hub2
71,hub3
72,hub3
73,hub1
75,hub2
77,hub2
78,hub3
79,hub3
8,hub3
80,hub2
81,hub2
83,hub3
84,hub3
86,hub2
87,hub2
88,hub2
89,hub3
9,hub2
90,hub2
91,hub3
93,hub3
94,hub3
95,hub3
96,hub2
97,hub2
99,hub2
