target,hub
1,hub1
10,hub1
100,hub1
11,hub2
12,hub2
13,hub3
14,hub3
17,hub2
18,hub1
19,hub1
20,hub3
23,hub3
25,hub3
27,hub1
28,hub1
3,hub3
31,hub3
32,hub2
34,hub1
35,hub1
36,hub1
37,hub2
39,hub1
4,hub3
40,hub3
41,hub2
43,hub3
44,hub3
45,hub3
46,hub3
47,hub3
48,hub2
49,hub3
5,hub3
50,hub3
52,hub2
56,hub2
59,hub3
6,hub2
60,hub3
61,hub3
62,hub1
63,hub1
64,hub3
65,hub3
66,hub3
67,hub3
69,hub2
7,hub1
70,hub3
71,hub2
73,hub3
74,hub3
75,hub3
76,hub3
77,hub3
78,hub3
79,hub1
8,hub3
80,hub3
81,hub2
82,hub2
83,hub3
84,hub3
86,hub3
87,hub3
88,hub2
89,hub1
9,hub3
90,hub3
91,hub2
93,hub2
95,hub3
98,hub3
