target,hub
1,hub3
10,hub2
100,hub2
11,hub3
13,hub1
15,hub1
16,hub3
17,hub3
18,hub2
19,hub1
2,hub2
20,hub2
22,hub3
23,hub2
25,hub3
28,hub3
29,hub1
3,hub3
30,hub2
32,hub2
34,hub1
36,hub2
38,hub3
39,hub1
4,hub2
40,hub1
43,hub3
44,hub3
45,hub1
46,hub1
47,hub3
48,hub1
49,hub1
5,hub3
50,hub2
51,hub2
52,hub2
53,hub3
54,hub3
55,hub1
56,hub2
57,hub1
59,hub2
6,hub2
60,hub1
63,hub2
64,hub1
68,hub1
69,hub3
70,hub2
71,hub1
72,hub2
74,hub3
75,hub2
76,hub2
78,hub2
79,hub3
8,hub3
80,hub1
82,hub2
83,hub1
85,hub3
86,hub2
87,hub3
88,hub1
89,hub1
9,hub1
90,hub3
91,hub1
93,hub3
94,hub2
96,hub2
97,hub2
98,hub2
99,hub2
