target,hub
1,hub1
11,hub1
12,hub1
13,hub2
14,hub1
15,hub1
16,hub2
17,hub1
18,hub2
19,hub2
2,hub3
20,hub3
23,hub3
25,hub2
26,hub3
27,hub1
28,hub2
3,hub2
30,hub3
31,hub1
32,hub2
33,hub1
34,hub1
35,hub3
36,hub1
37,hub2
38,hub1
4,hub1
40,hub1
41,hub3
44,hub2
45,hub3
49,hub2
5,hub1
50,hub3
51,hub2
52,hub2
53,hub3
54,hub1
56,hub1
57,hub3
59,hub1
6,hub3
60,hub2
61,hub2
62,hub2
63,hub2
64,hub2
66,hub1
67,hub2
69,hub1
7,hub3
70,hub1
71,hub3
72,hub1
73,hub1
74,hub1
75,hub1
76,hub2
79,hub3
8,hub1
80,hub1
81,hub1
82,hub3
84,hub1
85,hub1
86,hub2
87,hub1
88,hub3
89,hub3
90,hub1
91,hub3
93,hub1
94,hub1
95,hub1
97,hub3
98,hub3
99,hub3
