target,hub
1,hub3
10,hub3
100,hub3
11,hub1
12,hub3
13,hub2
14,hub1
15,hub1
16,hub2
17,hub2
19,hub2
20,hub1
22,hub2
23,hub3
24,hub2
25,hub1
27,hub1
29,hub2
32,hub2
35,hub1
36,hub2
37,hub1
38,hub1
39,hub2
4,hub2
42,hub2
43,hub2
44,hub2
45,hub2
46,hub2
47,hub2
48,hub1
49,hub3
50,hub2
53,hub2
54,hub2
55,hub2
56,hub2
57,hub3
58,hub3
60,hub3
61,hub3
62,hub3
63,hub3
64,hub1
65,hub3
66,hub3
67,hub1
69,hub1
7,hub1
71,hub2
73,hub3
74,hub2
75,hub2
77,hub1
78,hub2
8,hub1
80,hub2
82,hub1
83,hub3
84,hub2
85,hub2
86,hub3
87,hub1
88,hub2
89,hub2
9,hub2
90,hub2
92,hub2
93,hub3
94,hub1
95,hub1
97,hub1
98,hub1
99,hub2
