target,hub
1,hub2
10,hub2
100,hub2
11,hub1
12,hub3
13,hub3
14,hub3
15,hub2
16,hub3
17,hub2
18,hub2
19,hub2
2,hub3
20,hub3
21,hub1
22,hub2
23,hub3
24,hub3
25,hub2
27,hub1
28,hub3
29,hub1
3,hub1
30,hub1
31,hub3
32,hub3
33,hub2
35,hub2
36,hub1
37,hub2
39,hub2
40,hub2
42,hub2
43,hub3
44,hub1
45,hub1
46,hub1
47,hub2
49,hub1
5,hub2
50,hub3
52,hub3
53,hub3
54,hub3
55,hub3
56,hub2
57,hub3
58,hub2
59,hub2
6,hub2
61,hub2
62,hub2
63,hub2
65,hub3
68,hub1
69,hub3
7,hub1
71,hub1
72,hub2
74,hub2
78,hub2
79,hub1
80,hub2
81,hub2
82,hub2
84,hub3
85,hub2
86,hub3
88,hub2
9,hub3
90,hub1
94,hub3
95,hub2
96,hub1
97,hub2
