gene,x,y
1,42.99796313084989,67.0439742431492
1,42.98789836454891,67.01544456054172
1,43.03618297020789,66.97215548754177
1,43.001406964775356,67.02755232300571
1,43.02376405742858,67.0319037920855
1,42.955403604095544,66.98390662400962
1,43.03085442281425,66.99753529085392
1,42.986166345692375,67.02722046694878
1,43.04139350641337,66.97871192512216
1,42.99425815292855,67.01445371932437
1,42.97499398362151,67.04308230620039
1,42.990524720847816,66.96678721173731
1,43.01811902732583,67.0368288359931
1,43.01859217601342,67.02872052775746
1,43.029984068966236,67.0373391960913
1,43.00101684556366,66.98608211732571
1,42.98284026862673,66.98935746132807
1,42.99446758972982,66.9890730718105
1,42.98115333060913,66.97483469745723
1,43.000438941353046,66.98027062881887
1,42.992976330539925,66.98659092366894
1,43.04095176431309,67.01152624387448
1,42.996925107753974,67.02543452426431
1,43.019160857617145,67.03056608854105
1,43.035364147534096,67.00701776891297
1,43.03306665236835,67.00402167621641
1,42.99875460548168,67.00359414553867
1,43.016369781761064,67.01394978389803
1,43.031274315252446,66.97435647859315
1,42.96891685374896,66.99452806650415
1,43.00449942644392,66.98684292332247
1,43.029545502200634,66.97438401272888
1,43.04538571461535,66.98943339302578
1,43.022448400900394,67.04119913212988
1,43.02373504525719,67.00389424199143
1,43.03800787416165,67.00676562456223
1,43.01342023195172,66.95202705847821
1,43.03732903100811,67.00124628790736
1,42.97740525809853,67.00366973632123
1,43.01657824216103,67.02531364850888
1,43.0183821820359,66.99219597459302
1,43.03812985527674,66.96889225509459
1,42.97531510974911,66.97295124313005
1,42.97509024954033,67.01356107405823
1,43.013121171017175,67.00294379700966
1,43.009575350792865,67.03372654272553
1,42.959603853594544,67.00735653099973
1,43.03715462738012,67.0284644472052
1,42.96995944338538,66.9912112093072
1,43.028728809443336,66.97558589006502
1,43.02828310565498,67.0177481869433
1,42.97078915290049,66.99901774439867
1,43.00244068630043,67.02133411701888
1,42.96328002200001,67.01860093066138
1,43.017633600178584,67.00473611550044
1,43.021757908367725,66.95825897620351
1,42.97855229002854,67.03156560695881
1,43.005691637476176,66.98731676047944
1,43.003291646210634,67.03424661493874
1,43.028059346242124,66.97059297825031
1,42.98973441925808,66.97362878766809
1,43.00189337906954,67.0441187934606
1,43.01408153497641,66.99817038249161
1,43.013654851514374,66.99890182866449
1,43.0314499356841,66.9734398436824
1,42.985301108557344,66.99330034358105
1,42.97494602286325,67.02587996364264
1,42.97691069691235,66.9993875969125
1,43.01866743619455,66.98480473803842
1,43.00652404001927,66.9697832064618
1,42.95649841511795,66.99902950551935
1,42.991305431102646,67.02854307482508
1,43.03798731810018,67.03144650735483
1,43.03351067695817,67.02380627706205
1,42.99884010792907,67.03006341482954
2,43.01012447995908,67.03623884377713
2,42.98670032689881,67.00026137095224
2,42.97043199455024,66.99436751375285
2,43.0270140586837,66.99877246182415
2,42.958637602941984,67.01793140224018
2,43.03245129840175,67.0019736654258
2,42.99924227643925,67.01358613575786
2,43.00639810238176,67.02343105450745
2,42.983413631646684,67.01824713648344
2,42.998794001772275,66.9661638359404
2,43.02165598527639,66.98098238915374
2,43.017238292402155,67.02594131772747
2,42.984592335931616,67.03092058420253
2,43.00756467669989,67.02044994648256
2,43.003601145697885,67.0067188333044
2,42.9908846328447,67.00526107003984
2,43.005761710447004,66.98487456191567
2,43.00898484325472,67.034454418068
2,43.030493923312015,66.9895548165257
2,43.009531379219645,67.03566100736727
2,42.96810776592839,67.00518731504013
2,43.0033248916221,66.9603007655202
2,43.0020395723296,67.01573539114784
2,43.02920058252476,67.00628781141835
2,42.9996551150784,66.96424227932484
2,42.973013187443506,66.9830747359501
2,43.012011523041565,67.02041912207254
2,42.98691824118104,66.99223247333101
2,42.97584610426707,67.0268329461555
2,42.985375656371055,67.0156514427575
2,42.998603924998235,67.0133414429301
2,43.03284558873144,66.99366058486196
2,42.978022444576716,66.98034464391736
2,42.995076344166804,66.98229881436964
2,42.997646312750064,66.98699259134389
2,42.99626317259325,67.02454116192439
2,42.979833593216995,66.96960752869556
2,42.99986739831066,66.96464366135956
2,42.95846544595565,66.99279830440928
2,42.98459785609917,66.9752273039941
2,43.01893632124735,67.01885792989374
2,43.020349852582854,67.02538039634068
2,42.972548287289115,66.9883511300918
2,42.98409272097538,67.03706943216383
2,42.99392188662077,67.02681047392026
2,42.99350314673591,67.00869267538606
2,43.0219917314133,67.03045216855936
2,43.008214240348245,67.02174723557197
2,43.00726791111604,66.98969239990349
2,42.984742366760834,66.9827372242041
2,43.01702600316772,66.97563054087894
2,42.99218488150922,67.02740578903389
2,43.02238541429722,66.99071546959848
2,43.025426728859394,66.97129611117634
2,42.994301251045776,66.9899763024036
2,43.00523829526223,66.9861293844534
2,43.01497222794334,66.99434841561578
2,42.972778012540196,67.0340866819353
2,42.95096140264101,66.99416173915479
2,43.030917865398436,67.01212737579533
2,43.01866743619455,66.98480473803842
2,42.99213337959506,67.00749168751435
2,42.972209434517254,67.00593960420747
2,43.02727775379709,66.98420854031318
2,43.01683850173316,66.97882517085675
2,42.9771537791358,67.00589153816455
2,42.99264913878458,66.9844538817952
2,43.017764169307206,67.01954570415492
2,43.01740603317224,67.01180183372163
2,42.982619860507036,66.96801564938258
2,43.01014989808478,67.02542327766446
2,42.99581081596929,67.0028114750474
2,43.0057077901419,66.98706330688391
2,42.994460904308916,66.9910878295399
2,42.99087330050928,67.01022542209233
2,43.016151538290046,67.0113713332792
2,42.99302553115366,66.99375797625254
2,42.99603615547278,67.03689629564019
2,42.97576557032113,66.988112341617
2,42.95375245899543,66.98922214050467
2,43.0046362856299,67.02861596761673
2,42.99562479855838,66.99019761290715
2,42.977509946592086,67.02682291883207
2,42.98847279211693,66.99983038333879
2,43.03258489027543,66.99113128634383
2,43.016151538290046,67.0113713332792
2,43.004532348362694,67.01011255067982
2,43.010010806441876,67.01207786145615
2,42.96361769767869,67.00004803706622
2,42.99164823053714,66.98256740937701
2,42.981557294173,66.99400021117091
2,43.012310675103265,67.01168263438456
2,42.98992579241653,66.99078037757195
2,42.997640184583794,66.97458440837075
2,42.99807979128694,66.98645838561013
2,42.963889707559666,66.99926401334832
2,43.01124432307704,66.97252876454377
2,42.99412121221756,67.02450648232666
2,42.96518074401905,66.99214904990647
2,42.993516732536726,67.00024685755531
2,42.988573403795364,66.99825080587375
2,42.99756268239866,67.00725191920125
2,42.97260266236695,67.02651865913631
3,43.03967271723734,66.976355956162
3,43.01246631437596,67.02001070836533
3,42.98304002915563,66.95616233211365
3,42.96518074401905,66.99214904990647
3,43.03539595853112,67.03071779382653
3,42.96258442349608,67.0243051820887
3,42.97034733228554,66.99333495388196
3,43.01455760186016,66.96175266763265
3,42.99504439832683,67.02368190380407
3,43.03218168513405,66.98900926369947
3,43.018411527535605,66.96723325045468
3,42.988332236844826,66.98105509214385
3,42.99521932863192,67.01920738604498
3,42.978751124656455,67.00346800649649
3,43.03721735270087,66.96924559881941
3,43.01452575098062,66.9706921115516
3,43.02498494726113,66.98450090716284
3,42.971443930527876,66.99589742245287
3,43.017964976164166,66.9622030214577
3,42.99757003296175,66.98978202440885
3,43.03113072673451,66.97304423474208
3,42.98334396465947,67.02257672815058
3,42.970132138026756,66.99911590042583
3,43.02009001747923,66.99158164117166
3,42.966930131520684,66.98426231656578
3,42.97113614737157,67.02040618590965
3,43.044932526315044,67.00579007401439
3,42.982619860507036,66.96801564938258
3,43.02982456850777,67.00144445634746
3,42.9896601967633,67.00797360534948
3,42.9837190815483,66.98915320862584
3,43.00929415833695,66.9799735357121
3,43.023829014861356,67.00171404677324
3,43.02471644289665,66.9764618566467
3,42.985990329003435,66.97352302300344
3,43.019923908772284,67.03651159941518
3,43.02017307675911,66.97279770856188
3,43.00716719494951,66.95678337335282
3,42.997247709578716,66.98103131545867
3,42.976825202359585,67.00234725436106
3,42.98885137791333,66.99961069516138
3,42.979269046398805,66.97457234148067
3,43.01380856004526,66.98478467898423
3,43.016005662592484,66.97566276605335
3,42.97727250107799,67.02602240065926
3,43.0258179994953,66.97797672062303
3,42.99001067937688,67.03974806974621
3,43.02238541429722,66.99071546959848
3,42.978022444576716,66.98034464391736
3,42.96503327426002,67.03262026036685
3,43.007229956284384,66.9567248069064
3,43.00449736215823,66.96566675167549
3,43.03606622393104,66.98914976165948
3,42.98937148062722,66.9836556014126
3,43.01980096699678,67.03209703120052
3,43.03619826100792,66.99993192025644
3,43.003775539919495,67.0309913312167
3,42.99056907414875,66.95362195367994
3,42.99482125858886,67.03283557890714
3,42.97359982812169,66.96771540951028
3,43.023796925584946,67.00518767461296
3,43.01350534464855,66.99251107629141
3,43.00929415833695,66.9799735357121
3,42.982521792840245,66.95346334372718
3,42.9761976484075,67.02146712993637
3,43.031509827582546,66.98309680804411
3,42.985301108557344,66.99330034358105
3,43.02544606601306,66.99082134592358
3,43.00559884565363,67.02389001016697
3,42.98467057194697,67.04705227196675
3,43.03935504344433,67.01144503254034
3,42.97639819499996,66.98298476056695
3,42.96888506055506,67.00942969051654
3,43.03066892577738,67.02027247599406
3,42.98354755891447,66.96436646064603
3,43.03227139697204,67.03380574881963
3,42.9553783111331,67.01983038948593
3,43.00209730325373,66.97233636086291
3,43.016416451436626,66.9920936110099
3,42.95512591689794,66.97971175142784
3,42.966475222848345,67.02803096111583
3,43.03575295674001,66.98869469929511
3,43.02860007311674,66.98871004074519
3,43.02154431356619,67.02106142712549
